video_id,group_id,Question,Answer Options,Correct Answer
0aed7ffd-224d-4f50-94eb-9d54fd4a1521,"548.jpg
728.jpg
949.jpg
1102.jpg
1346.jpg
2214.jpg
2588.jpg
2736.jpg
3118.jpg",What did I look at immediately after getting the mixing bowl from the kitchen cabinet?,"A: The recipe on the kitchen counter.
B: The carrot in the bowl on the counter.
C: The sink to wash the mixing bowl.
D: The knife in the drawer.
E: The cutting board.",C
0aed7ffd-224d-4f50-94eb-9d54fd4a1521,"17057.jpg
17319.jpg
18080.jpg
18297.jpg
18474.jpg
18520.jpg
18814.jpg
19306.jpg
19436.jpg",What did I look at after checking the recipe on the kitchen counter in Frame 7?,"A: The mixing bowls on the counter.
B: The olive oil bottle.
C: The lemon juice bottle.
D: The paper towel roll.
E: The cutting board with chopped vegetables.",B
b008edb1-b0ab-4d8a-a303-5c09a6ecc790,"171.jpg
358.jpg
497.jpg
833.jpg
881.jpg
1441.jpg
1572.jpg
1668.jpg
2130.jpg",What did I look at after placing the saucepan on the stove?,"A: The coffee cup on the countertop.
B: The milk pack near the sink.
C: The water level in the saucepan.
D: The gas stove controls.
E: The utensils on the counter.",D
260afb8c-0cac-4f5e-8b07-02e85fc17d6f,"405.jpg
529.jpg
680.jpg
1507.jpg
1950.jpg
2468.jpg
2894.jpg
3333.jpg
3421.jpg",What did I look at after positioning the wheel into the fork?,"A: The brake noodle
B: The bike repair stand
C: The derailleur
D: The level and axle
E: The floor",C
c0049eef-6fb3-4383-9ab3-5e6b892cd843,"303.jpg
1334.jpg
1574.jpg
1875.jpg
1973.jpg
2663.jpg
2681.jpg
3248.jpg
3483.jpg",What did I look at after removing the COVID test swab from its package?,"A: The COVID test vial
B: The instruction manual
C: The COVID test indicator
D: The table
E: The camera setup",B
ca360201-f003-44c5-ab2b-2487cdec5e1a,"240.jpg
307.jpg
843.jpg
960.jpg
4095.jpg",What did I look at before getting the chain lube from the table?,"A: The bicycle's pedals.
B: The tools on the table.
C: The floor beneath me.
D: The chain rollers.
E: The cloth for drying.",B
7afe02e8-fbde-42fe-9d1b-1663cb6e0f7d,"193.jpg
389.jpg
2377.jpg
4115.jpg",What did I look at before tightening both axle nuts with both hands?,"A: The bike wheel on the table.
B: The wrench on the floor.
C: The fork of the bicycle.
D: The water bottle on the table.
E: The glove on the floor.",C
919b7ecf-b37e-4dd2-9fac-4f04b80fbeb8,"294.jpg
381.jpg
493.jpg
633.jpg
1039.jpg
2417.jpg
2536.jpg
2948.jpg
3078.jpg",What did I look at after positioning the wheel into the bike fork?,"A: The wrench on the shelf.
B: The tools scattered on the floor.
C: The derailleur.
D: The bike seat.
E: The bicycle handlebars.",C
e353042a-42b6-44fc-b825-3017f274de96,"278.jpg
323.jpg
1045.jpg
1208.jpg
1245.jpg
1332.jpg
1433.jpg
2613.jpg
3191.jpg",What did I look at after engaging the tire lever on the rim?,"A: The floor to get another tire lever.
B: The valve area of the wheel.
C: The tube inside the wheel.
D: The tools on the workbench.
E: The bicycle frame.",A
bb0cce4d-4433-4e2b-9d73-be77918f2069,"3024.jpg
3769.jpg
3895.jpg
3937.jpg
4054.jpg
5395.jpg
5533.jpg
5879.jpg
6082.jpg",What did I look at immediately after cleaning the skillet with a towel?,"A: The trash bin
B: The stove
C: The refrigerator
D: The cutting board
E: The sink",B
