video_id,group_id,Question,Answer Options,Correct Answer
a77682da-cae7-4e68-8580-6cb47658b23f,"42.jpg
101.jpg
189.jpg
336.jpg
498.jpg
2072.jpg
2128.jpg
7123.jpg
7483.jpg",Where is the tablet relative to your gaze when you are using it while playing the piano?,"A: The tablet is on the table, directly in front of my gaze.
B: The tablet is on the piano, slightly to the left of my gaze.
C: The tablet is on the piano, directly under my gaze.
D: The tablet is on the piano, slightly to the right of my gaze.
E: The tablet is on the table, to the right of my current fixation.",B
4e07da0c-450f-4c37-95e9-e793cb5d8f7f,"0.jpg
176.jpg
498.jpg
698.jpg
730.jpg
872.jpg
950.jpg
1347.jpg
1413.jpg",Where is the tuner relative to your gaze direction when you first pick it up from the bag?,"A: The tuner is inside the bag, directly in front of my current fixation.
B: The tuner is on the floor, to the left of my current fixation.
C: The tuner is inside the bag, slightly below and to the right of my current fixation.
D: The tuner is on the wall, above my current fixation.
E: The tuner is inside the bag, slightly above and to the left of my current fixation.",C
4e07da0c-450f-4c37-95e9-e793cb5d8f7f,"4116.jpg
4188.jpg
4337.jpg
4793.jpg
5040.jpg
7637.jpg
7708.jpg
7804.jpg
7864.jpg",Where is the part of the French horn that C fixes with her right hand located relative to her gaze direction in Frame 7?,"A: The part of the French horn is directly in front of her gaze, slightly below the music stand.
B: The part of the French horn is to the left of her gaze, near the edge of the music book.
C: The part of the French horn is to the right of her gaze, close to the main body of the instrument.
D: The part of the French horn is behind her gaze, near the wall.
E: The part of the French horn is above her gaze, near the top of the music stand.",C
4e07da0c-450f-4c37-95e9-e793cb5d8f7f,"9975.jpg
10059.jpg
11667.jpg
11831.jpg
11973.jpg
12101.jpg
12211.jpg
13177.jpg
13412.jpg",Where is the music book relative to your gaze direction when you are playing the french horn with your left hand?,"A: The music book is directly in front of my gaze, slightly below eye level.
B: The music book is to the right of my gaze, near the door.
C: The music book is to the left of my gaze, next to the jacket on the wall.
D: The music book is behind my gaze, closer to the mirror.
E: The music book is above my gaze, near the ceiling.",A
b70b1c34-46b6-49af-bddb-505dc7738f96,"123.jpg
690.jpg
754.jpg
856.jpg
884.jpg
909.jpg
1032.jpg
1125.jpg
1205.jpg","Considering the sequence of actions and gaze dynamics, where is the memory card you picked up located relative to your current fixation point?","A: The memory card is on the floor, directly in front of my current fixation.
B: The memory card is inside the memory card container, slightly below and to the left of my current fixation.
C: The memory card is on the table, to the right of the TV and above my current fixation.
D: The memory card is in the console drawer, to the left of the game controller and below my current fixation.
E: The memory card is in the console drawer, next to the CD holder and slightly above my current fixation.",D
b70b1c34-46b6-49af-bddb-505dc7738f96,"1906.jpg
1927.jpg
1992.jpg
2065.jpg
2333.jpg
2390.jpg
2516.jpg
2548.jpg
2708.jpg","Where is the object that you focused on the most while opening the box, and what is its relative position to the television?","A: The object is inside the box, directly below the television screen.
B: The object is outside the box, to the left of the television screen.
C: The object is inside the box, to the right of the television screen.
D: The object is inside the box, in front of the television screen.
E: The object is inside the box, behind the television screen.",D
b70b1c34-46b6-49af-bddb-505dc7738f96,"3417.jpg
3751.jpg
3788.jpg
3826.jpg
3921.jpg
3955.jpg
4047.jpg
4205.jpg
4261.jpg",Where is the craft material you looked at for the longest time relative to your current position and other objects in the box?,"A: The craft material is on the left side of the box, below the keyboard piece and to the right of the plastic bag.
B: The craft material is near the center of the box, above the keyboard piece and to the left of the plastic bag.
C: The craft material is on the right side of the box, next to the keyboard piece and below the plastic bag.
D: The craft material is on the bottom of the box, beneath the keyboard piece and to the left of the plastic bag.
E: The craft material is on the top of the box, above the keyboard piece and to the right of the plastic bag.",B
b70b1c34-46b6-49af-bddb-505dc7738f96,"4752.jpg
4819.jpg
5244.jpg
5464.jpg
5631.jpg
5711.jpg
5934.jpg
6040.jpg
6354.jpg",Where is the object I focused on for the longest time relative to the television and other objects in the room?,"A: The game controller is on the floor, to the left of the television and slightly below my longest fixation point.
B: The carton is on the floor, near the center of the room, directly in front of my longest fixation point.
C: The woman adjusting the camera is sitting on the floor, to the right of the television and slightly above my longest fixation point.
D: The television is mounted on the wall, directly in front of me, with my longest fixation point being just below it.
E: The variety kit box is on the floor, to the right of the couch and slightly below my longest fixation point.",D
b70b1c34-46b6-49af-bddb-505dc7738f96,"7539.jpg
7995.jpg
8167.jpg
8195.jpg
8199.jpg
8214.jpg
8227.jpg
8279.jpg
8313.jpg",Where is the craft material that you focused on most relative to the television screen and other objects in the scene?,"A: The craft material is on the floor, directly below the television screen and to the left of the woman's hand.
B: The craft material is on the table, to the right of the television screen and near the edge of the table.
C: The craft material is on the floor, to the right of the television screen and next to the woman's hand.
D: The craft material is on the table, in front of the television screen and to the left of the woman's hand.
E: The craft material is on the floor, to the left of the television screen and near the woman's hand.",C
b70b1c34-46b6-49af-bddb-505dc7738f96,"9077.jpg
9114.jpg
9201.jpg
9316.jpg
9399.jpg
9428.jpg
9527.jpg
9606.jpg
9658.jpg",Where is the craft material that I am currently holding relative to the craft material that Woman A pressed and put down?,"A: The craft material I am holding is in front of me, slightly to the right of the craft material that Woman A pressed and put down.
B: The craft material I am holding is on the floor, directly below the craft material that Woman A pressed and put down.
C: The craft material I am holding is behind the craft material that Woman A pressed and put down, near the shelf.
D: The craft material I am holding is to the left of the craft material that Woman A pressed and put down, closer to the edge of the table.
E: The craft material I am holding is above the craft material that Woman A pressed and put down, near the computer monitor.",A
